"lang","country_alpha2_code","continent"
"DE","AE","ASIEN"
"DE","AF","ASIEN"
"DE","AG","NORDAMERIKA"
"DE","AI","NORDAMERIKA"
"DE","AL","EUROPA"
"DE","AM","ASIEN"
"DE","AM","EUROPA"
"DE","AO","AFRIKA"
"DE","AQ","ANTARKTIS"
"DE","AR","SÜDAMERIKA"
"DE","AS","OZEANIEN"
"DE","AT","EUROPA"
"DE","AU","OZEANIEN"
"DE","AW","NORDAMERIKA"
"DE","AX","EUROPA"
"DE","AZ","ASIEN"
"DE","AZ","EUROPA"
"DE","BA","EUROPA"
"DE","BB","NORDAMERIKA"
"DE","BD","ASIEN"
"DE","BE","EUROPA"
"DE","BF","AFRIKA"
"DE","BG","EUROPA"
"DE","BH","ASIEN"
"DE","BI","AFRIKA"
"DE","BJ","AFRIKA"
"DE","BL","NORDAMERIKA"
"DE","BM","NORDAMERIKA"
"DE","BN","ASIEN"
"DE","BO","SÜDAMERIKA"
"DE","BQ","NORDAMERIKA"
"DE","BR","SÜDAMERIKA"
"DE","BS","NORDAMERIKA"
"DE","BT","ASIEN"
"DE","BV","ANTARKTIS"
"DE","BW","AFRIKA"
"DE","BY","EUROPA"
"DE","BZ","NORDAMERIKA"
"DE","CA","NORDAMERIKA"
"DE","CC","ASIEN"
"DE","CD","AFRIKA"
"DE","CF","AFRIKA"
"DE","CG","AFRIKA"
"DE","CH","EUROPA"
"DE","CI","AFRIKA"
"DE","CK","OZEANIEN"
"DE","CL","SÜDAMERIKA"
"DE","CM","AFRIKA"
"DE","CN","ASIEN"
"DE","CO","SÜDAMERIKA"
"DE","CR","NORDAMERIKA"
"DE","CU","NORDAMERIKA"
"DE","CV","AFRIKA"
"DE","CW","NORDAMERIKA"
"DE","CX","ASIEN"
"DE","CY","ASIEN"
"DE","CY","EUROPA"
"DE","CZ","EUROPA"
"DE","DE","EUROPA"
"DE","DJ","AFRIKA"
"DE","DK","EUROPA"
"DE","DM","NORDAMERIKA"
"DE","DO","NORDAMERIKA"
"DE","DZ","AFRIKA"
"DE","EC","SÜDAMERIKA"
"DE","EE","EUROPA"
"DE","EG","AFRIKA"
"DE","EH","AFRIKA"
"DE","ER","AFRIKA"
"DE","ES","EUROPA"
"DE","ET","AFRIKA"
"DE","FI","EUROPA"
"DE","FJ","OZEANIEN"
"DE","FK","SÜDAMERIKA"
"DE","FM","OZEANIEN"
"DE","FO","EUROPA"
"DE","FR","EUROPA"
"DE","GA","AFRIKA"
"DE","GB","EUROPA"
"DE","GD","NORDAMERIKA"
"DE","GE","ASIEN"
"DE","GE","EUROPA"
"DE","GF","SÜDAMERIKA"
"DE","GG","EUROPA"
"DE","GH","AFRIKA"
"DE","GI","EUROPA"
"DE","GL","NORDAMERIKA"
"DE","GM","AFRIKA"
"DE","GN","AFRIKA"
"DE","GP","NORDAMERIKA"
"DE","GQ","AFRIKA"
"DE","GR","EUROPA"
"DE","GS","ANTARKTIS"
"DE","GT","NORDAMERIKA"
"DE","GU","OZEANIEN"
"DE","GW","AFRIKA"
"DE","GY","SÜDAMERIKA"
"DE","HK","ASIEN"
"DE","HM","ANTARKTIS"
"DE","HN","NORDAMERIKA"
"DE","HR","EUROPA"
"DE","HT","NORDAMERIKA"
"DE","HU","EUROPA"
"DE","ID","ASIEN"
"DE","IE","EUROPA"
"DE","IL","ASIEN"
"DE","IM","EUROPA"
"DE","IN","ASIEN"
"DE","IO","ASIEN"
"DE","IQ","ASIEN"
"DE","IR","ASIEN"
"DE","IS","EUROPA"
"DE","IT","EUROPA"
"DE","JE","EUROPA"
"DE","JM","NORDAMERIKA"
"DE","JO","ASIEN"
"DE","JP","ASIEN"
"DE","KE","AFRIKA"
"DE","KG","ASIEN"
"DE","KH","ASIEN"
"DE","KI","OZEANIEN"
"DE","KM","AFRIKA"
"DE","KN","NORDAMERIKA"
"DE","KP","ASIEN"
"DE","KR","ASIEN"
"DE","KW","ASIEN"
"DE","KY","NORDAMERIKA"
"DE","KZ","ASIEN"
"DE","KZ","EUROPA"
"DE","LA","ASIEN"
"DE","LB","ASIEN"
"DE","LC","NORDAMERIKA"
"DE","LI","EUROPA"
"DE","LK","ASIEN"
"DE","LR","AFRIKA"
"DE","LS","AFRIKA"
"DE","LT","EUROPA"
"DE","LU","EUROPA"
"DE","LV","EUROPA"
"DE","LY","AFRIKA"
"DE","MA","AFRIKA"
"DE","MC","EUROPA"
"DE","MD","EUROPA"
"DE","ME","EUROPA"
"DE","MF","NORDAMERIKA"
"DE","MG","AFRIKA"
"DE","MH","OZEANIEN"
"DE","MK","EUROPA"
"DE","ML","AFRIKA"
"DE","MM","ASIEN"
"DE","MN","ASIEN"
"DE","MO","ASIEN"
"DE","MP","OZEANIEN"
"DE","MQ","NORDAMERIKA"
"DE","MR","AFRIKA"
"DE","MS","NORDAMERIKA"
"DE","MT","EUROPA"
"DE","MU","AFRIKA"
"DE","MV","ASIEN"
"DE","MW","AFRIKA"
"DE","MX","NORDAMERIKA"
"DE","MY","ASIEN"
"DE","MZ","AFRIKA"
"DE","NA","AFRIKA"
"DE","NC","OZEANIEN"
"DE","NE","AFRIKA"
"DE","NF","OZEANIEN"
"DE","NG","AFRIKA"
"DE","NI","NORDAMERIKA"
"DE","NL","EUROPA"
"DE","NO","EUROPA"
"DE","NP","ASIEN"
"DE","NR","OZEANIEN"
"DE","NU","OZEANIEN"
"DE","NZ","OZEANIEN"
"DE","OM","ASIEN"
"DE","PA","NORDAMERIKA"
"DE","PE","SÜDAMERIKA"
"DE","PF","OZEANIEN"
"DE","PG","OZEANIEN"
"DE","PH","ASIEN"
"DE","PK","ASIEN"
"DE","PL","EUROPA"
"DE","PM","NORDAMERIKA"
"DE","PN","OZEANIEN"
"DE","PR","NORDAMERIKA"
"DE","PS","ASIEN"
"DE","PT","EUROPA"
"DE","PW","OZEANIEN"
"DE","PY","SÜDAMERIKA"
"DE","QA","ASIEN"
"DE","RE","AFRIKA"
"DE","RO","EUROPA"
"DE","RS","EUROPA"
"DE","RU","ASIEN"
"DE","RU","EUROPA"
"DE","RW","AFRIKA"
"DE","SA","ASIEN"
"DE","SB","OZEANIEN"
"DE","SC","AFRIKA"
"DE","SD","AFRIKA"
"DE","SE","EUROPA"
"DE","SG","ASIEN"
"DE","SH","AFRIKA"
"DE","SI","EUROPA"
"DE","SJ","EUROPA"
"DE","SK","EUROPA"
"DE","SL","AFRIKA"
"DE","SM","EUROPA"
"DE","SN","AFRIKA"
"DE","SO","AFRIKA"
"DE","SR","SÜDAMERIKA"
"DE","SS","AFRIKA"
"DE","ST","AFRIKA"
"DE","SV","NORDAMERIKA"
"DE","SX","NORDAMERIKA"
"DE","SY","ASIEN"
"DE","SZ","AFRIKA"
"DE","TC","NORDAMERIKA"
"DE","TD","AFRIKA"
"DE","TF","ANTARKTIS"
"DE","TG","AFRIKA"
"DE","TH","ASIEN"
"DE","TJ","ASIEN"
"DE","TK","OZEANIEN"
"DE","TL","ASIEN"
"DE","TM","ASIEN"
"DE","TN","AFRIKA"
"DE","TO","OZEANIEN"
"DE","TR","ASIEN"
"DE","TR","EUROPA"
"DE","TT","NORDAMERIKA"
"DE","TV","OZEANIEN"
"DE","TW","ASIEN"
"DE","TZ","AFRIKA"
"DE","UA","EUROPA"
"DE","UG","AFRIKA"
"DE","UM","NORDAMERIKA"
"DE","UM","OZEANIEN"
"DE","US","NORDAMERIKA"
"DE","UY","SÜDAMERIKA"
"DE","UZ","ASIEN"
"DE","VA","EUROPA"
"DE","VC","NORDAMERIKA"
"DE","VE","SÜDAMERIKA"
"DE","VG","NORDAMERIKA"
"DE","VI","NORDAMERIKA"
"DE","VN","ASIEN"
"DE","VU","OZEANIEN"
"DE","WF","OZEANIEN"
"DE","WS","OZEANIEN"
"DE","YE","ASIEN"
"DE","YT","AFRIKA"
"DE","ZA","AFRIKA"
"DE","ZM","AFRIKA"
"DE","ZW","AFRIKA"
"EE","AD","EUROPE"
"EE","AE","ASIA"
"EE","AF","ASIA"
"EE","AG","NORTH AMERICA"
"EE","AI","NORTH AMERICA"
"EE","AL","EUROPE"
"EE","AM","ASIA"
"EE","AM","EUROPE"
"EE","AO","AFRICA"
"EE","AQ","ANTARCTICA"
"EE","AR","SOUTH AMERICA"
"EE","AS","OCEANIA"
"EE","AT","EUROPE"
"EE","AU","OCEANIA"
"EE","AW","NORTH AMERICA"
"EE","AX","EUROPE"
"EE","AZ","ASIA"
"EE","AZ","EUROPE"
"EE","BA","EUROPE"
"EE","BB","NORTH AMERICA"
"EE","BD","ASIA"
"EE","BE","EUROPE"
"EE","BF","AFRICA"
"EE","BG","EUROPE"
"EE","BH","ASIA"
"EE","BI","AFRICA"
"EE","BJ","AFRICA"
"EE","BL","NORTH AMERICA"
"EE","BM","NORTH AMERICA"
"EE","BN","ASIA"
"EE","BO","SOUTH AMERICA"
"EE","BQ","NORTH AMERICA"
"EE","BR","SOUTH AMERICA"
"EE","BS","NORTH AMERICA"
"EE","BT","ASIA"
"EE","BV","ANTARCTICA"
"EE","BW","AFRICA"
"EE","BY","EUROPE"
"EE","BZ","NORTH AMERICA"
"EE","CA","NORTH AMERICA"
"EE","CC","ASIA"
"EE","CD","AFRICA"
"EE","CF","AFRICA"
"EE","CG","AFRICA"
"EE","CH","EUROPE"
"EE","CI","AFRICA"
"EE","CK","OCEANIA"
"EE","CL","SOUTH AMERICA"
"EE","CM","AFRICA"
"EE","CN","ASIA"
"EE","CO","SOUTH AMERICA"
"EE","CR","NORTH AMERICA"
"EE","CU","NORTH AMERICA"
"EE","CV","AFRICA"
"EE","CW","NORTH AMERICA"
"EE","CX","ASIA"
"EE","CY","ASIA"
"EE","CY","EUROPE"
"EE","CZ","EUROPE"
"EE","DE","EUROPE"
"EE","DJ","AFRICA"
"EE","DK","EUROPE"
"EE","DM","NORTH AMERICA"
"EE","DO","NORTH AMERICA"
"EE","DZ","AFRICA"
"EE","EC","SOUTH AMERICA"
"EE","EE","EUROPE"
"EE","EG","AFRICA"
"EE","EH","AFRICA"
"EE","ER","AFRICA"
"EE","ES","EUROPE"
"EE","ET","AFRICA"
"EE","FI","EUROPE"
"EE","FJ","OCEANIA"
"EE","FK","SOUTH AMERICA"
"EE","FM","OCEANIA"
"EE","FO","EUROPE"
"EE","FR","EUROPE"
"EE","GA","AFRICA"
"EE","GB","EUROPE"
"EE","GD","NORTH AMERICA"
"EE","GE","ASIA"
"EE","GE","EUROPE"
"EE","GF","SOUTH AMERICA"
"EE","GG","EUROPE"
"EE","GH","AFRICA"
"EE","GI","EUROPE"
"EE","GL","NORTH AMERICA"
"EE","GM","AFRICA"
"EE","GN","AFRICA"
"EE","GP","NORTH AMERICA"
"EE","GQ","AFRICA"
"EE","GR","EUROPE"
"EE","GS","ANTARCTICA"
"EE","GT","NORTH AMERICA"
"EE","GU","OCEANIA"
"EE","GW","AFRICA"
"EE","GY","SOUTH AMERICA"
"EE","HK","ASIA"
"EE","HM","ANTARCTICA"
"EE","HN","NORTH AMERICA"
"EE","HR","EUROPE"
"EE","HT","NORTH AMERICA"
"EE","HU","EUROPE"
"EE","ID","ASIA"
"EE","IE","EUROPE"
"EE","IL","ASIA"
"EE","IM","EUROPE"
"EE","IN","ASIA"
"EE","IO","ASIA"
"EE","IQ","ASIA"
"EE","IR","ASIA"
"EE","IS","EUROPE"
"EE","IT","EUROPE"
"EE","JE","EUROPE"
"EE","JM","NORTH AMERICA"
"EE","JO","ASIA"
"EE","JP","ASIA"
"EE","KE","AFRICA"
"EE","KG","ASIA"
"EE","KH","ASIA"
"EE","KI","OCEANIA"
"EE","KM","AFRICA"
"EE","KN","NORTH AMERICA"
"EE","KP","ASIA"
"EE","KR","ASIA"
"EE","KW","ASIA"
"EE","KY","NORTH AMERICA"
"EE","KZ","ASIA"
"EE","KZ","EUROPE"
"EE","LA","ASIA"
"EE","LB","ASIA"
"EE","LC","NORTH AMERICA"
"EE","LI","EUROPE"
"EE","LK","ASIA"
"EE","LR","AFRICA"
"EE","LS","AFRICA"
"EE","LT","EUROPE"
"EE","LU","EUROPE"
"EE","LV","EUROPE"
"EE","LY","AFRICA"
"EE","MA","AFRICA"
"EE","MC","EUROPE"
"EE","MD","EUROPE"
"EE","ME","EUROPE"
"EE","MF","NORTH AMERICA"
"EE","MG","AFRICA"
"EE","MH","OCEANIA"
"EE","MK","EUROPE"
"EE","ML","AFRICA"
"EE","MM","ASIA"
"EE","MN","ASIA"
"EE","MO","ASIA"
"EE","MP","OCEANIA"
"EE","MQ","NORTH AMERICA"
"EE","MR","AFRICA"
"EE","MS","NORTH AMERICA"
"EE","MT","EUROPE"
"EE","MU","AFRICA"
"EE","MV","ASIA"
"EE","MW","AFRICA"
"EE","MX","NORTH AMERICA"
"EE","MY","ASIA"
"EE","MZ","AFRICA"
"EE","NA","AFRICA"
"EE","NC","OCEANIA"
"EE","NE","AFRICA"
"EE","NF","OCEANIA"
"EE","NG","AFRICA"
"EE","NI","NORTH AMERICA"
"EE","NL","EUROPE"
"EE","NO","EUROPE"
"EE","NP","ASIA"
"EE","NR","OCEANIA"
"EE","NU","OCEANIA"
"EE","NZ","OCEANIA"
"EE","OM","ASIA"
"EE","PA","NORTH AMERICA"
"EE","PE","SOUTH AMERICA"
"EE","PF","OCEANIA"
"EE","PG","OCEANIA"
"EE","PH","ASIA"
"EE","PK","ASIA"
"EE","PL","EUROPE"
"EE","PM","NORTH AMERICA"
"EE","PN","OCEANIA"
"EE","PR","NORTH AMERICA"
"EE","PS","ASIA"
"EE","PT","EUROPE"
"EE","PW","OCEANIA"
"EE","PY","SOUTH AMERICA"
"EE","QA","ASIA"
"EE","RE","AFRICA"
"EE","RO","EUROPE"
"EE","RS","EUROPE"
"EE","RU","ASIA"
"EE","RU","EUROPE"
"EE","RW","AFRICA"
"EE","SA","ASIA"
"EE","SB","OCEANIA"
"EE","SC","AFRICA"
"EE","SD","AFRICA"
"EE","SE","EUROPE"
"EE","SG","ASIA"
"EE","SH","AFRICA"
"EE","SI","EUROPE"
"EE","SJ","EUROPE"
"EE","SK","EUROPE"
"EE","SL","AFRICA"
"EE","SM","EUROPE"
"EE","SN","AFRICA"
"EE","SO","AFRICA"
"EE","SR","SOUTH AMERICA"
"EE","SS","AFRICA"
"EE","ST","AFRICA"
"EE","SV","NORTH AMERICA"
"EE","SX","NORTH AMERICA"
"EE","SY","ASIA"
"EE","SZ","AFRICA"
"EE","TC","NORTH AMERICA"
"EE","TD","AFRICA"
"EE","TF","ANTARCTICA"
"EE","TG","AFRICA"
"EE","TH","ASIA"
"EE","TJ","ASIA"
"EE","TK","OCEANIA"
"EE","TL","ASIA"
"EE","TM","ASIA"
"EE","TN","AFRICA"
"EE","TO","OCEANIA"
"EE","TR","ASIA"
"EE","TR","EUROPE"
"EE","TT","NORTH AMERICA"
"EE","TV","OCEANIA"
"EE","TW","ASIA"
"EE","TZ","AFRICA"
"EE","UA","EUROPE"
"EE","UG","AFRICA"
"EE","UM","NORTH AMERICA"
"EE","UM","OCEANIA"
"EE","US","NORTH AMERICA"
"EE","UY","SOUTH AMERICA"
"EE","UZ","ASIA"
"EE","VA","EUROPE"
"EE","VC","NORTH AMERICA"
"EE","VE","SOUTH AMERICA"
"EE","VG","NORTH AMERICA"
"EE","VI","NORTH AMERICA"
"EE","VN","ASIA"
"EE","VU","OCEANIA"
"EE","WF","OCEANIA"
"EE","WS","OCEANIA"
"EE","YE","ASIA"
"EE","YT","AFRICA"
"EE","ZA","AFRICA"
"EE","ZM","AFRICA"
"EE","ZW","AFRICA"
"EL","AD","ΕΥΡΏΠΗ"
"EL","AE","ΑΣΊΑ"
"EL","AF","ΑΣΊΑ"
"EL","AG","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","AI","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","AL","ΕΥΡΏΠΗ"
"EL","AM","ΑΣΊΑ"
"EL","AM","ΕΥΡΏΠΗ"
"EL","AO","ΑΦΡΙΚΉ"
"EL","AQ","ΑΝΤΑΡΚΤΙΚΉ"
"EL","AR","ΝΌΤΙΑ ΑΜΕΡΙΚΉ"
"EL","AS","ΩΚΕΑΝΊΑ"
"EL","AT","ΕΥΡΏΠΗ"
"EL","AU","ΩΚΕΑΝΊΑ"
"EL","AW","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","AX","ΕΥΡΏΠΗ"
"EL","AZ","ΑΣΊΑ"
"EL","AZ","ΕΥΡΏΠΗ"
"EL","BA","ΕΥΡΏΠΗ"
"EL","BB","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","BD","ΑΣΊΑ"
"EL","BE","ΕΥΡΏΠΗ"
"EL","BF","ΑΦΡΙΚΉ"
"EL","BG","ΕΥΡΏΠΗ"
"EL","BH","ΑΣΊΑ"
"EL","BI","ΑΦΡΙΚΉ"
"EL","BJ","ΑΦΡΙΚΉ"
"EL","BL","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","BM","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","BN","ΑΣΊΑ"
"EL","BO","ΝΌΤΙΑ ΑΜΕΡΙΚΉ"
"EL","BQ","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","BR","ΝΌΤΙΑ ΑΜΕΡΙΚΉ"
"EL","BS","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","BT","ΑΣΊΑ"
"EL","BV","ΑΝΤΑΡΚΤΙΚΉ"
"EL","BW","ΑΦΡΙΚΉ"
"EL","BY","ΕΥΡΏΠΗ"
"EL","BZ","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","CA","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","CC","ΑΣΊΑ"
"EL","CD","ΑΦΡΙΚΉ"
"EL","CF","ΑΦΡΙΚΉ"
"EL","CG","ΑΦΡΙΚΉ"
"EL","CH","ΕΥΡΏΠΗ"
"EL","CI","ΑΦΡΙΚΉ"
"EL","CK","ΩΚΕΑΝΊΑ"
"EL","CL","ΝΌΤΙΑ ΑΜΕΡΙΚΉ"
"EL","CM","ΑΦΡΙΚΉ"
"EL","CN","ΑΣΊΑ"
"EL","CO","ΝΌΤΙΑ ΑΜΕΡΙΚΉ"
"EL","CR","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","CU","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","CV","ΑΦΡΙΚΉ"
"EL","CW","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","CX","ΑΣΊΑ"
"EL","CY","ΑΣΊΑ"
"EL","CY","ΕΥΡΏΠΗ"
"EL","CZ","ΕΥΡΏΠΗ"
"EL","DE","ΕΥΡΏΠΗ"
"EL","DJ","ΑΦΡΙΚΉ"
"EL","DK","ΕΥΡΏΠΗ"
"EL","DM","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","DO","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","DZ","ΑΦΡΙΚΉ"
"EL","EC","ΝΌΤΙΑ ΑΜΕΡΙΚΉ"
"EL","EE","ΕΥΡΏΠΗ"
"EL","EG","ΑΦΡΙΚΉ"
"EL","EH","ΑΦΡΙΚΉ"
"EL","ER","ΑΦΡΙΚΉ"
"EL","ES","ΕΥΡΏΠΗ"
"EL","ET","ΑΦΡΙΚΉ"
"EL","FI","ΕΥΡΏΠΗ"
"EL","FJ","ΩΚΕΑΝΊΑ"
"EL","FK","ΝΌΤΙΑ ΑΜΕΡΙΚΉ"
"EL","FM","ΩΚΕΑΝΊΑ"
"EL","FO","ΕΥΡΏΠΗ"
"EL","FR","ΕΥΡΏΠΗ"
"EL","GA","ΑΦΡΙΚΉ"
"EL","GB","ΕΥΡΏΠΗ"
"EL","GD","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","GE","ΑΣΊΑ"
"EL","GE","ΕΥΡΏΠΗ"
"EL","GF","ΝΌΤΙΑ ΑΜΕΡΙΚΉ"
"EL","GG","ΕΥΡΏΠΗ"
"EL","GH","ΑΦΡΙΚΉ"
"EL","GI","ΕΥΡΏΠΗ"
"EL","GL","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","GM","ΑΦΡΙΚΉ"
"EL","GN","ΑΦΡΙΚΉ"
"EL","GP","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","GQ","ΑΦΡΙΚΉ"
"EL","GR","ΕΥΡΏΠΗ"
"EL","GS","ΑΝΤΑΡΚΤΙΚΉ"
"EL","GT","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","GU","ΩΚΕΑΝΊΑ"
"EL","GW","ΑΦΡΙΚΉ"
"EL","GY","ΝΌΤΙΑ ΑΜΕΡΙΚΉ"
"EL","HK","ΑΣΊΑ"
"EL","HM","ΑΝΤΑΡΚΤΙΚΉ"
"EL","HN","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","HR","ΕΥΡΏΠΗ"
"EL","HT","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","HU","ΕΥΡΏΠΗ"
"EL","ID","ΑΣΊΑ"
"EL","IE","ΕΥΡΏΠΗ"
"EL","IL","ΑΣΊΑ"
"EL","IM","ΕΥΡΏΠΗ"
"EL","IN","ΑΣΊΑ"
"EL","IO","ΑΣΊΑ"
"EL","IQ","ΑΣΊΑ"
"EL","IR","ΑΣΊΑ"
"EL","IS","ΕΥΡΏΠΗ"
"EL","IT","ΕΥΡΏΠΗ"
"EL","JE","ΕΥΡΏΠΗ"
"EL","JM","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","JO","ΑΣΊΑ"
"EL","JP","ΑΣΊΑ"
"EL","KE","ΑΦΡΙΚΉ"
"EL","KG","ΑΣΊΑ"
"EL","KH","ΑΣΊΑ"
"EL","KI","ΩΚΕΑΝΊΑ"
"EL","KM","ΑΦΡΙΚΉ"
"EL","KN","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","KP","ΑΣΊΑ"
"EL","KR","ΑΣΊΑ"
"EL","KW","ΑΣΊΑ"
"EL","KY","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","KZ","ΑΣΊΑ"
"EL","KZ","ΕΥΡΏΠΗ"
"EL","LA","ΑΣΊΑ"
"EL","LB","ΑΣΊΑ"
"EL","LC","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","LI","ΕΥΡΏΠΗ"
"EL","LK","ΑΣΊΑ"
"EL","LR","ΑΦΡΙΚΉ"
"EL","LS","ΑΦΡΙΚΉ"
"EL","LT","ΕΥΡΏΠΗ"
"EL","LU","ΕΥΡΏΠΗ"
"EL","LV","ΕΥΡΏΠΗ"
"EL","LY","ΑΦΡΙΚΉ"
"EL","MA","ΑΦΡΙΚΉ"
"EL","MC","ΕΥΡΏΠΗ"
"EL","MD","ΕΥΡΏΠΗ"
"EL","ME","ΕΥΡΏΠΗ"
"EL","MF","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","MG","ΑΦΡΙΚΉ"
"EL","MH","ΩΚΕΑΝΊΑ"
"EL","MK","ΕΥΡΏΠΗ"
"EL","ML","ΑΦΡΙΚΉ"
"EL","MM","ΑΣΊΑ"
"EL","MN","ΑΣΊΑ"
"EL","MO","ΑΣΊΑ"
"EL","MP","ΩΚΕΑΝΊΑ"
"EL","MQ","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","MR","ΑΦΡΙΚΉ"
"EL","MS","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","MT","ΕΥΡΏΠΗ"
"EL","MU","ΑΦΡΙΚΉ"
"EL","MV","ΑΣΊΑ"
"EL","MW","ΑΦΡΙΚΉ"
"EL","MX","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","MY","ΑΣΊΑ"
"EL","MZ","ΑΦΡΙΚΉ"
"EL","NA","ΑΦΡΙΚΉ"
"EL","NC","ΩΚΕΑΝΊΑ"
"EL","NE","ΑΦΡΙΚΉ"
"EL","NF","ΩΚΕΑΝΊΑ"
"EL","NG","ΑΦΡΙΚΉ"
"EL","NI","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","NL","ΕΥΡΏΠΗ"
"EL","NO","ΕΥΡΏΠΗ"
"EL","NP","ΑΣΊΑ"
"EL","NR","ΩΚΕΑΝΊΑ"
"EL","NU","ΩΚΕΑΝΊΑ"
"EL","NZ","ΩΚΕΑΝΊΑ"
"EL","OM","ΑΣΊΑ"
"EL","PA","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","PE","ΝΌΤΙΑ ΑΜΕΡΙΚΉ"
"EL","PF","ΩΚΕΑΝΊΑ"
"EL","PG","ΩΚΕΑΝΊΑ"
"EL","PH","ΑΣΊΑ"
"EL","PK","ΑΣΊΑ"
"EL","PL","ΕΥΡΏΠΗ"
"EL","PM","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","PN","ΩΚΕΑΝΊΑ"
"EL","PR","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","PS","ΑΣΊΑ"
"EL","PT","ΕΥΡΏΠΗ"
"EL","PW","ΩΚΕΑΝΊΑ"
"EL","PY","ΝΌΤΙΑ ΑΜΕΡΙΚΉ"
"EL","QA","ΑΣΊΑ"
"EL","RE","ΑΦΡΙΚΉ"
"EL","RO","ΕΥΡΏΠΗ"
"EL","RS","ΕΥΡΏΠΗ"
"EL","RU","ΑΣΊΑ"
"EL","RU","ΕΥΡΏΠΗ"
"EL","RW","ΑΦΡΙΚΉ"
"EL","SA","ΑΣΊΑ"
"EL","SB","ΩΚΕΑΝΊΑ"
"EL","SC","ΑΦΡΙΚΉ"
"EL","SD","ΑΦΡΙΚΉ"
"EL","SE","ΕΥΡΏΠΗ"
"EL","SG","ΑΣΊΑ"
"EL","SH","ΑΦΡΙΚΉ"
"EL","SI","ΕΥΡΏΠΗ"
"EL","SJ","ΕΥΡΏΠΗ"
"EL","SK","ΕΥΡΏΠΗ"
"EL","SL","ΑΦΡΙΚΉ"
"EL","SM","ΕΥΡΏΠΗ"
"EL","SN","ΑΦΡΙΚΉ"
"EL","SO","ΑΦΡΙΚΉ"
"EL","SR","ΝΌΤΙΑ ΑΜΕΡΙΚΉ"
"EL","SS","ΑΦΡΙΚΉ"
"EL","ST","ΑΦΡΙΚΉ"
"EL","SV","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","SX","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","SY","ΑΣΊΑ"
"EL","SZ","ΑΦΡΙΚΉ"
"EL","TC","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","TD","ΑΦΡΙΚΉ"
"EL","TF","ΑΝΤΑΡΚΤΙΚΉ"
"EL","TG","ΑΦΡΙΚΉ"
"EL","TH","ΑΣΊΑ"
"EL","TJ","ΑΣΊΑ"
"EL","TK","ΩΚΕΑΝΊΑ"
"EL","TL","ΑΣΊΑ"
"EL","TM","ΑΣΊΑ"
"EL","TN","ΑΦΡΙΚΉ"
"EL","TO","ΩΚΕΑΝΊΑ"
"EL","TR","ΑΣΊΑ"
"EL","TR","ΕΥΡΏΠΗ"
"EL","TT","ΒΌΡΕΙΑ ΑΜΕΡΙΚΉ"
"EL","TV","ΩΚΕΑΝΊΑ"
"EL","TW","ΑΣΊΑ"
"EL","TZ","ΑΦΡΙΚΉ"
"EL","UA","ΕΥΡΏΠΗ"
"EL","UG","ΑΦΡΙΚΉ"
